# 23.05.2012/SH / 16.08.2007/VE;;;;;;;;
# File mit Baumliste für Sortimentssimulator;;;;;;;;
# ========================================================;;;;;;;;
#ID;Baumart;Baumart (Code entsprechend verwendeter Schaftformfunktion, z. B. Lemm1991); Beschrieb;Aufnahme-Datum;BHD;D7m; SchaftLaenge_m;
79;Tanne;101;  Tanne_1_79;2010;32;0;29;
80;Tanne;101;  Tanne_2_80;2010;32;0;29;
81;Fichte;100; Fichte_1_81;2010;32;28;29;
82;Fichte;100; Fichte_2_82;2010;32;28;29;
83;Fichte;100; Fichte_3_83;2010;32;0;29;
84;Tanne;101;  Tanne_1_84;2010;32;0;29;
85;Tanne;101;  Tanne_2_85;2010;32;0;29;
86;Fichte;100; Fichte_1_86;2010;32;28;29;
87;Fichte;100; Fichte_2_87;2010;32;28;29;
88;Fichte;100; Fichte_3_88;2010;32;0;29;
89;Tanne;101;  Tanne_1_89;2010;32;0;29;
90;Tanne;101;  Tanne_2_90;2010;32;0;29;
91;Fichte;100; Fichte_1_91;2010;32;28;29;
92;Fichte;100; Fichte_2_92;2010;32;28;29;
93;Fichte;100; Fichte_3_93;2010;32;0;29;
94;Tanne;101;  Tanne_1_94;2010;32;0;29;
95;Tanne;101;  Tanne_2_95;2010;32;0;29;
96;Fichte;100; Fichte_1_96;2010;32;28;29;
97;Fichte;100; Fichte_2_97;2010;32;28;29;
98;Fichte;100; Fichte_3_98;2010;32;0;29;
99;Tanne;101;  Tanne_1_99;2010;32;0;29;
100;Tanne;101;  Tanne_2_100;2012;32;0;29;
101;Fichte;100; Fichte_1_101;2012;32;28;29;
102;Fichte;100; Fichte_2_102;2012;32;28;29;
103;Fichte;100; Fichte_3_103;2012;32;0;29;
104;Tanne;101;  Tanne_1_104;2012;32;0;29;
105;Tanne;101;  Tanne_2_105;2012;32;0;29;
106;Fichte;100; Fichte_1_106;2012;32;28;29;
107;Fichte;100; Fichte_2_107;2012;32;28;29;
108;Fichte;100; Fichte_3_108;2012;32;0;29;
109;Tanne;101;  Tanne_1_109;2012;32;0;29;
110;Tanne;101;  Tanne_2_110;2012;32;0;29;
111;Fichte;100; Fichte_1_111;2012;32;28;29;
112;Fichte;100; Fichte_2_112;2012;32;28;29;
113;Fichte;100; Fichte_3_113;2012;32;0;29;
114;Tanne;101;  Tanne_1_114;2012;32;0;29;
115;Tanne;101;  Tanne_2_115;2012;32;0;29;
116;Fichte;100; Fichte_1_116;2012;32;28;29;
117;Fichte;100; Fichte_2_117;2012;32;28;29;
118;Fichte;100; Fichte_3_118;2012;32;0;29;
119;Tanne;101;  Tanne_1_119;2012;32;0;29;
120;Tanne;101;  Tanne_2_120;2012;32;0;29;
121;Fichte;100; Fichte_1_121;2012;32;28;29;
122;Fichte;100; Fichte_2_122;2012;32;28;29;
123;Fichte;100; Fichte_3_123;2012;32;0;29;
124;Tanne;101;  Tanne_1_124;2012;32;0;29;
125;Tanne;101;  Tanne_2_125;2012;32;0;29;
126;Fichte;100; Fichte_1_126;2012;32;28;29;
127;Fichte;100; Fichte_2_127;2012;32;28;29;
128;Fichte;100; Fichte_3_128;2012;32;0;29;
129;Tanne;101;  Tanne_1_129;2012;32;0;29;
130;Tanne;101;  Tanne_2_130;2012;32;0;29;
131;Fichte;100; Fichte_1_131;2012;32;28;29;
132;Fichte;100; Fichte_2_132;2012;32;28;29;
133;Fichte;100; Fichte_3_133;2012;32;0;29;
134;Tanne;101;  Tanne_1_134;2012;32;0;29;
135;Tanne;101;  Tanne_2_135;2012;32;0;29;
136;Fichte;100; Fichte_1_136;2012;32;28;29;
137;Fichte;100; Fichte_2_137;2012;32;28;29;
138;Fichte;100; Fichte_3_138;2012;32;0;29;
139;Tanne;101;  Tanne_1_139;2012;32;0;29;
140;Tanne;101;  Tanne_2_140;2012;32;0;29;
141;Fichte;100; Fichte_1_141;2012;32;28;29;
142;Fichte;100; Fichte_2_142;2012;32;28;29;
143;Fichte;100; Fichte_3_143;2012;32;0;29;
144;Tanne;101;  Tanne_1_144;2012;32;0;29;
145;Tanne;101;  Tanne_2_145;2012;32;0;29;
146;Fichte;100; Fichte_1_146;2012;32;28;29;
147;Fichte;100; Fichte_2_147;2012;32;28;29;
148;Fichte;100; Fichte_3_148;2012;32;0;29;
149;Tanne;101;  Tanne_1_149;2012;32;0;29;
150;Tanne;101;  Tanne_2_150;2012;32;0;29;
151;Fichte;100; Fichte_1_151;2012;32;28;29;
152;Fichte;100; Fichte_2_152;2012;32;28;29;
153;Fichte;100; Fichte_3_153;2012;32;0;29;
154;Tanne;101;  Tanne_1_154;2012;32;0;29;
155;Tanne;101;  Tanne_2_155;2012;32;0;29;
156;Fichte;100; Fichte_1_156;2012;32;28;29;
157;Fichte;100; Fichte_2_157;2012;32;28;29;
158;Fichte;100; Fichte_3_158;2012;32;0;29;
159;Tanne;101;  Tanne_1_159;2012;32;0;29;
160;Tanne;101;  Tanne_2_160;2012;32;0;29;
161;Fichte;100; Fichte_1_161;2012;32;28;29;
162;Fichte;100; Fichte_2_162;2012;32;28;29;
163;Fichte;100; Fichte_3_163;2012;32;0;29;
164;Tanne;101;  Tanne_1_164;2012;32;0;29;
165;Tanne;101;  Tanne_2_165;2012;32;0;29;
166;Fichte;100; Fichte_1_166;2012;32;28;29;
167;Fichte;100; Fichte_2_167;2012;32;28;29;
168;Fichte;100; Fichte_3_168;2012;32;0;29;
169;Tanne;101;  Tanne_1_169;2012;32;0;29;
170;Tanne;101;  Tanne_2_170;2012;32;0;29;
171;Fichte;100; Fichte_1_171;2012;32;28;29;
172;Fichte;100; Fichte_2_172;2012;32;28;29;
173;Fichte;100; Fichte_3_173;2012;32;0;29;
174;Tanne;101;  Tanne_1_174;2012;32;0;29;
175;Tanne;101;  Tanne_2_175;2012;32;0;29;
176;Fichte;100; Fichte_1_176;2012;32;28;29;
177;Fichte;100; Fichte_2_177;2012;32;28;29;
178;Fichte;100; Fichte_3_178;2012;32;0;29;
179;Tanne;101;  Tanne_1_179;2012;32;0;29;
180;Tanne;101;  Tanne_2_180;2012;32;0;29;
181;Fichte;100; Fichte_1_181;2012;32;28;29;
182;Fichte;100; Fichte_2_182;2012;32;28;29;
183;Fichte;100; Fichte_3_183;2012;32;0;29;
184;Tanne;101;  Tanne_1_184;2012;32;0;29;
185;Tanne;101;  Tanne_2_185;2012;32;0;29;
186;Fichte;100; Fichte_1_186;2012;32;28;29;
187;Fichte;100; Fichte_2_187;2012;32;28;29;
188;Fichte;100; Fichte_3_188;2012;32;0;29;
189;Tanne;101;  Tanne_1_189;2012;32;0;29;
190;Tanne;101;  Tanne_2_190;2012;32;0;29;
191;Fichte;100; Fichte_1_191;2012;32;28;29;
192;Fichte;100; Fichte_2_192;2012;32;28;29;
193;Fichte;100; Fichte_3_193;2012;32;0;29;
194;Tanne;101;  Tanne_1_194;2012;32;0;29;
195;Tanne;101;  Tanne_2_195;2012;32;0;29;
196;Fichte;100; Fichte_1_196;2012;32;28;29;
197;Fichte;100; Fichte_2_197;2012;32;28;29;
198;Fichte;100; Fichte_3_198;2012;32;0;29;
199;Tanne;101;  Tanne_1_199;2012;32;0;29;
200;Tanne;101;  Tanne_2_200;2012;32;0;29;
201;Fichte;100; Fichte_1_201;2012;32;28;29;
202;Fichte;100; Fichte_2_202;2012;32;28;29;
203;Fichte;100; Fichte_3_203;2012;32;0;29;
204;Tanne;101;  Tanne_1_204;2012;32;0;29;
205;Tanne;101;  Tanne_2_205;2012;32;0;29;
206;Fichte;100; Fichte_1_206;2012;32;28;29;
207;Fichte;100; Fichte_2_207;2012;32;28;29;
208;Fichte;100; Fichte_3_208;2012;32;0;29;
209;Tanne;101;  Tanne_1_209;2012;32;0;29;
210;Tanne;101;  Tanne_2_210;2012;32;0;29;
211;Fichte;100; Fichte_1_211;2012;32;28;29;
212;Fichte;100; Fichte_2_212;2012;32;28;29;
213;Fichte;100; Fichte_3_213;2012;32;0;29;
214;Tanne;101;  Tanne_1_214;2012;32;0;29;
215;Tanne;101;  Tanne_2_215;2012;32;0;29; 
216;Buche;200; Buche_1_1;2010;32;28;29;
217;Buche;200; Buche_2_2;2010;32;28;29;
218;Buche;200; Buche_3_3;2010;32;0;29;
219;Ahorn;203;  Ahorn_1_4;2010;32;0;29;
220;Ahorn;203;  Ahorn_2_5;2010;32;0;29;
221;Buche;200; Buche_1_6;2010;32;28;29;
222;Buche;200; Buche_2_7;2010;32;28;29;
223;Buche;200; Buche_3_8;2010;32;0;29;
224;Ahorn;203;  Ahorn_1_9;2010;32;0;29;
225;Ahorn;203;  Ahorn_2_10;2010;32;0;29;
226;Buche;200; Buche_1_11;2010;32;28;29;
227;Buche;200; Buche_2_12;2010;32;28;29;
228;Buche;200; Buche_3_13;2010;32;0;29;
229;Ahorn;203;  Ahorn_1_14;2010;32;0;29;
230;Ahorn;203;  Ahorn_2_15;2010;32;0;29;
231;Buche;200; Buche_1_16;2010;32;28;29;
232;Buche;200; Buche_2_17;2010;32;28;29;
233;Buche;200; Buche_3_18;2010;32;0;29;
234;Ahorn;203;  Ahorn_1_19;2010;32;0;29;
235;Ahorn;203;  Ahorn_2_20;2010;32;0;29;
236;Buche;200; Buche_1_21;2010;32;28;29;
237;Buche;200; Buche_2_22;2010;32;28;29;
238;Buche;200; Buche_3_23;2010;32;0;29;
239;Ahorn;203;  Ahorn_1_24;2010;32;0;29;
240;Ahorn;203;  Ahorn_2_25;2010;32;0;29;
241;Buche;200; Buche_1_26;2010;32;28;29;
242;Buche;200; Buche_2_27;2010;32;28;29;
243;Buche;200; Buche_3_28;2010;32;0;29;
244;Ahorn;203;  Ahorn_1_29;2010;32;0;29;
245;Ahorn;203;  Ahorn_2_30;2010;32;0;29;
246;Buche;200; Buche_1_31;2010;32;28;29;
247;Buche;200; Buche_2_32;2010;32;28;29;
248;Buche;200; Buche_3_33;2010;32;0;29;
249;Ahorn;203;  Ahorn_1_34;2010;32;0;29;
250;Ahorn;203;  Ahorn_2_35;2010;32;0;29;
251;Buche;200; Buche_1_36;2010;32;28;29;
252;Buche;200; Buche_2_37;2010;32;28;29;
253;Buche;200; Buche_3_38;2010;32;0;29;
254;Ahorn;203;  Ahorn_1_39;2010;32;0;29;
255;Ahorn;203;  Ahorn_2_40;2010;32;0;29;
256;Buche;200; Buche_1_41;2010;32;28;29;
257;Buche;200; Buche_2_42;2010;32;28;29;
258;Buche;200; Buche_3_43;2010;32;0;29;
259;Ahorn;203;  Ahorn_1_44;2010;32;0;29;
260;Ahorn;203;  Ahorn_2_45;2010;32;0;29;
261;Buche;200; Buche_1_46;2010;32;28;29;
262;Buche;200; Buche_2_47;2010;32;28;29;
263;Buche;200; Buche_3_48;2010;32;0;29;
264;Ahorn;203;  Ahorn_1_49;2010;32;0;29;
265;Ahorn;203;  Ahorn_2_50;2010;32;0;29;
266;Buche;200; Buche_1_51;2010;32;28;29;
267;Buche;200; Buche_2_52;2010;32;28;29;
268;Buche;200; Buche_3_53;2010;32;0;29;
269;Ahorn;203;  Ahorn_1_54;2010;32;0;29;
270;Ahorn;203;  Ahorn_2_55;2010;32;0;29;
271;Buche;200; Buche_1_56;2010;32;28;29;
272;Buche;200; Buche_2_57;2010;32;28;29;
273;Buche;200; Buche_3_58;2010;32;0;29;
274;Ahorn;203;  Ahorn_1_59;2010;32;0;29;
275;Ahorn;203;  Ahorn_2_60;2010;32;0;29;
276;Buche;200; Buche_1_61;2010;32;28;29;
277;Buche;200; Buche_2_62;2010;32;28;29;
278;Buche;200; Buche_3_63;2010;32;0;29;
279;Ahorn;203;  Ahorn_1_64;2010;32;0;29;
280;Ahorn;203;  Ahorn_2_65;2010;32;0;29;
281;Buche;200; Buche_1_66;2010;32;28;29;
282;Buche;200; Buche_2_67;2010;32;28;29;
283;Buche;200; Buche_3_68;2010;32;0;29;
284;Ahorn;203;  Ahorn_1_69;2010;32;0;29;
285;Ahorn;203;  Ahorn_2_70;2010;32;0;29;
286;Buche;200; Buche_1_71;2010;32;28;29;
287;Buche;200; Buche_2_72;2010;32;28;29;
288;Buche;200; Buche_3_73;2010;32;0;29;
289;Ahorn;203;  Ahorn_1_74;2010;32;0;29;
290;Ahorn;203;  Ahorn_2_75;2010;32;0;29;
291;Buche;200; Buche_1_76;2010;32;28;29;
292;Buche;200; Buche_2_77;2010;32;28;29;
293;Buche;200; Buche_3_78;2010;32;0;29;
294;Ahorn;203;  Ahorn_1_79;2010;32;0;29;
295;Ahorn;203;  Ahorn_2_80;2010;32;0;29;
296;Buche;200; Buche_1_81;2010;32;28;29;
297;Buche;200; Buche_2_82;2010;32;28;29;
298;Buche;200; Buche_3_83;2010;32;0;29;
299;Ahorn;203;  Ahorn_1_84;2010;32;0;29;
300;Ahorn;203;  Ahorn_2_85;2010;32;0;29;
301;Buche;200; Buche_1_86;2010;32;28;29;
302;Buche;200; Buche_2_87;2010;32;28;29;
303;Buche;200; Buche_3_88;2010;32;0;29;
304;Ahorn;203;  Ahorn_1_89;2010;32;0;29;
305;Ahorn;203;  Ahorn_2_90;2010;32;0;29;
306;Buche;200; Buche_1_91;2010;32;28;29;
307;Buche;200; Buche_2_92;2010;32;28;29;
308;Buche;200; Buche_3_93;2010;32;0;29;
309;Ahorn;203;  Ahorn_1_94;2010;32;0;29;
310;Ahorn;203;  Ahorn_2_95;2010;32;0;29;
311;Buche;200; Buche_1_96;2010;32;28;29;
312;Buche;200; Buche_2_97;2010;32;28;29;
313;Buche;200; Buche_3_98;2010;32;0;29;
314;Ahorn;203;  Ahorn_1_99;2010;32;0;29;
315;Ahorn;203;  Ahorn_2_100;2012;32;0;29;
316;Buche;200; Buche_1_101;2012;32;28;29;
317;Buche;200; Buche_2_102;2012;32;28;29;
318;Buche;200; Buche_3_103;2012;32;0;29;
319;Ahorn;203;  Ahorn_1_104;2012;32;0;29;
320;Ahorn;203;  Ahorn_2_105;2012;32;0;29;
321;Buche;200; Buche_1_106;2012;32;28;29;
322;Buche;200; Buche_2_107;2012;32;28;29;
323;Buche;200; Buche_3_108;2012;32;0;29;
324;Ahorn;203;  Ahorn_1_109;2012;32;0;29;
325;Ahorn;203;  Ahorn_2_110;2012;32;0;29;
326;Buche;200; Buche_1_111;2012;32;28;29;
327;Buche;200; Buche_2_112;2012;32;28;29;
328;Buche;200; Buche_3_113;2012;32;0;29;
329;Ahorn;203;  Ahorn_1_114;2012;32;0;29;
330;Ahorn;203;  Ahorn_2_115;2012;32;0;29;
331;Buche;200; Buche_1_116;2012;32;28;29;
332;Buche;200; Buche_2_117;2012;32;28;29;
333;Buche;200; Buche_3_118;2012;32;0;29;
334;Ahorn;203;  Ahorn_1_119;2012;32;0;29;
335;Ahorn;203;  Ahorn_2_120;2012;32;0;29;
336;Buche;200; Buche_1_121;2012;32;28;29;
337;Buche;200; Buche_2_122;2012;32;28;29;
338;Buche;200; Buche_3_123;2012;32;0;29;
339;Ahorn;203;  Ahorn_1_124;2012;32;0;29;
340;Ahorn;203;  Ahorn_2_125;2012;32;0;29;
341;Buche;200; Buche_1_126;2012;32;28;29;
342;Buche;200; Buche_2_127;2012;32;28;29;
343;Buche;200; Buche_3_128;2012;32;0;29;
344;Ahorn;203;  Ahorn_1_129;2012;32;0;29;
345;Ahorn;203;  Ahorn_2_130;2012;32;0;29;
346;Buche;200; Buche_1_131;2012;32;28;29;
347;Buche;200; Buche_2_132;2012;32;28;29;
348;Buche;200; Buche_3_133;2012;32;0;29;
349;Ahorn;203;  Ahorn_1_134;2012;32;0;29;
350;Ahorn;203;  Ahorn_2_135;2012;32;0;29;
351;Buche;200; Buche_1_136;2012;32;28;29;
352;Buche;200; Buche_2_137;2012;32;28;29;
353;Buche;200; Buche_3_138;2012;32;0;29;
354;Ahorn;203;  Ahorn_1_139;2012;32;0;29;
355;Ahorn;203;  Ahorn_2_140;2012;32;0;29;
356;Buche;200; Buche_1_141;2012;32;28;29;
357;Buche;200; Buche_2_142;2012;32;28;29;
358;Buche;200; Buche_3_143;2012;32;0;29;
359;Ahorn;203;  Ahorn_1_144;2012;32;0;29;
360;Ahorn;203;  Ahorn_2_145;2012;32;0;29;
361;Buche;200; Buche_1_146;2012;32;28;29;
362;Buche;200; Buche_2_147;2012;32;28;29;
363;Buche;200; Buche_3_148;2012;32;0;29;
364;Ahorn;203;  Ahorn_1_149;2012;32;0;29;
365;Ahorn;203;  Ahorn_2_150;2012;32;0;29;
366;Buche;200; Buche_1_151;2012;32;28;29;
367;Buche;200; Buche_2_152;2012;32;28;29;
368;Buche;200; Buche_3_153;2012;32;0;29;
369;Ahorn;203;  Ahorn_1_154;2012;32;0;29;
370;Ahorn;203;  Ahorn_2_155;2012;32;0;29;
371;Buche;200; Buche_1_156;2012;32;28;29;
372;Buche;200; Buche_2_157;2012;32;28;29;
373;Buche;200; Buche_3_158;2012;32;0;29;
374;Ahorn;203;  Ahorn_1_159;2012;32;0;29;
375;Ahorn;203;  Ahorn_2_160;2012;32;0;29;
376;Buche;200; Buche_1_161;2012;32;28;29;
377;Buche;200; Buche_2_162;2012;32;28;29;
378;Buche;200; Buche_3_163;2012;32;0;29;
379;Ahorn;203;  Ahorn_1_164;2012;32;0;29;
380;Ahorn;203;  Ahorn_2_165;2012;32;0;29;
381;Buche;200; Buche_1_166;2012;32;28;29;
382;Buche;200; Buche_2_167;2012;32;28;29;
383;Buche;200; Buche_3_168;2012;32;0;29;
384;Ahorn;203;  Ahorn_1_169;2012;32;0;29;
385;Ahorn;203;  Ahorn_2_170;2012;32;0;29;
386;Buche;200; Buche_1_171;2012;32;28;29;
387;Buche;200; Buche_2_172;2012;32;28;29;
388;Buche;200; Buche_3_173;2012;32;0;29;
389;Ahorn;203;  Ahorn_1_174;2012;32;0;29;
390;Ahorn;203;  Ahorn_2_175;2012;32;0;29;
391;Buche;200; Buche_1_176;2012;32;28;29;
392;Buche;200; Buche_2_177;2012;32;28;29;
393;Buche;200; Buche_3_178;2012;32;0;29;
394;Ahorn;203;  Ahorn_1_179;2012;32;0;29;
395;Ahorn;203;  Ahorn_2_180;2012;32;0;29;
396;Buche;200; Buche_1_181;2012;32;28;29;
397;Buche;200; Buche_2_182;2012;32;28;29;
398;Buche;200; Buche_3_183;2012;32;0;29;
399;Ahorn;203;  Ahorn_1_184;2012;32;0;29;
400;Ahorn;203;  Ahorn_2_185;2012;32;0;29;
401;Buche;200; Buche_1_186;2012;32;28;29;
402;Buche;200; Buche_2_187;2012;32;28;29;
403;Buche;200; Buche_3_188;2012;32;0;29;
404;Ahorn;203;  Ahorn_1_189;2012;32;0;29;
405;Ahorn;203;  Ahorn_2_190;2012;32;0;29;
406;Buche;200; Buche_1_191;2012;32;28;29;
407;Buche;200; Buche_2_192;2012;32;28;29;
408;Buche;200; Buche_3_193;2012;32;0;29;
409;Ahorn;203;  Ahorn_1_194;2012;32;0;29;
410;Ahorn;203;  Ahorn_2_195;2012;32;0;29;
411;Buche;200; Buche_1_196;2012;32;28;29;
412;Buche;200; Buche_2_197;2012;32;28;29;
413;Buche;200; Buche_3_198;2012;32;0;29;
414;Ahorn;203;  Ahorn_1_199;2012;32;0;29;
415;Ahorn;203;  Ahorn_2_200;2012;32;0;29;
416;Buche;200; Buche_1_201;2012;32;28;29;
417;Buche;200; Buche_2_202;2012;32;28;29;
418;Buche;200; Buche_3_203;2012;32;0;29;
419;Ahorn;203;  Ahorn_1_204;2012;32;0;29;
420;Ahorn;203;  Ahorn_2_205;2012;32;0;29;
421;Buche;200; Buche_1_206;2012;32;28;29;
422;Buche;200; Buche_2_207;2012;32;28;29;
423;Buche;200; Buche_3_208;2012;32;0;29;
424;Ahorn;203;  Ahorn_1_209;2012;32;0;29;
425;Ahorn;203;  Ahorn_2_210;2012;32;0;29;
426;Buche;200; Buche_1_211;2012;32;28;29;
427;Buche;200; Buche_2_212;2012;32;28;29;
428;Buche;200; Buche_3_213;2012;32;0;29;
429;Ahorn;203;  Ahorn_1_214;2012;32;0;29;
430;Ahorn;203;  Ahorn_2_215;2012;32;0;29; 
