#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftlänge [m];Längenklasse;Stärkenklasse;Position Sortimentsbasis am Stamm [m];Länge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Reststück Unten OR [m3];Volumen RestStück Oben OR [m3];Wert [CHF];
9;2;Fichte;100;Fichte_2_2;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
10;2;Fichte;100;Fichte_2_2;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;2;Fichte;100;Fichte_2_2;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
11;3;Fichte;100;Fichte_3_3;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
12;3;Fichte;100;Fichte_3_3;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
13;3;Fichte;100;Fichte_3_3;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
14;3;Fichte;100;Fichte_3_3;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
15;3;Fichte;100;Fichte_3_3;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;3;Fichte;100;Fichte_3_3;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
16;4;Tanne;101;Tanne_1_4;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
17;4;Tanne;101;Tanne_1_4;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
18;4;Tanne;101;Tanne_1_4;2010;32.0;29.0;L1;2b;0.9;6.0;30.7;27.63;25.75;0.36;0.4;0.03;0.59;35.91;
19;4;Tanne;101;Tanne_1_4;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.5;31.57;31.2;30.84;0.03;0.03;0.0;0.97;1.28;
20;4;Tanne;101;Tanne_1_4;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;19.2;9.8;17.9;11.87;0.0;0.11;0.13;0.0;0.0;5.57;
#Summe:;4;Tanne;101;Tanne_1_4;2010;32.0;29.0;;;;;;;;0.95;1.07;;;85.52;
#
21;5;Tanne;101;Tanne_2_5;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
22;5;Tanne;101;Tanne_2_5;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
23;5;Tanne;101;Tanne_2_5;2010;32.0;29.0;L1;2b;0.9;6.0;30.7;27.63;25.75;0.36;0.4;0.03;0.59;35.91;
24;5;Tanne;101;Tanne_2_5;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.5;31.57;31.2;30.84;0.03;0.03;0.0;0.97;1.28;
25;5;Tanne;101;Tanne_2_5;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;19.2;9.8;17.9;11.87;0.0;0.11;0.13;0.0;0.0;5.57;
#Summe:;5;Tanne;101;Tanne_2_5;2010;32.0;29.0;;;;;;;;0.95;1.07;;;85.52;
#
26;6;Fichte;100;Fichte_1_6;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
27;6;Fichte;100;Fichte_1_6;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
28;6;Fichte;100;Fichte_1_6;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
29;6;Fichte;100;Fichte_1_6;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
30;6;Fichte;100;Fichte_1_6;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;6;Fichte;100;Fichte_1_6;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
31;7;Fichte;100;Fichte_2_7;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
32;7;Fichte;100;Fichte_2_7;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
33;7;Fichte;100;Fichte_2_7;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
34;7;Fichte;100;Fichte_2_7;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
35;7;Fichte;100;Fichte_2_7;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;7;Fichte;100;Fichte_2_7;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
36;8;Fichte;100;Fichte_3_8;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
37;8;Fichte;100;Fichte_3_8;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
38;8;Fichte;100;Fichte_3_8;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
39;8;Fichte;100;Fichte_3_8;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
40;8;Fichte;100;Fichte_3_8;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;8;Fichte;100;Fichte_3_8;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
41;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
42;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
43;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;L1;2b;0.9;6.0;30.7;27.63;25.75;0.36;0.4;0.03;0.59;35.91;
44;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.5;31.57;31.2;30.84;0.03;0.03;0.0;0.97;1.28;
45;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;19.2;9.8;17.9;11.87;0.0;0.11;0.13;0.0;0.0;5.57;
#Summe:;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;;;;;;;;0.95;1.07;;;85.52;
#
46;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
47;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
48;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;L1;2b;0.9;6.0;30.7;27.63;25.75;0.36;0.4;0.03;0.59;35.91;
49;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.5;31.57;31.2;30.84;0.03;0.03;0.0;0.97;1.28;
50;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;19.2;9.8;17.9;11.87;0.0;0.11;0.13;0.0;0.0;5.57;
#Summe:;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;;;;;;;;0.95;1.07;;;85.52;
#
51;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
52;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
53;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
54;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
55;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
56;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
57;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
58;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
59;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
60;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
61;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
62;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
63;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
64;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
65;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
66;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
67;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
68;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;L1;2b;0.9;6.0;30.7;27.63;25.75;0.36;0.4;0.03;0.59;35.91;
69;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.5;31.57;31.2;30.84;0.03;0.03;0.0;0.97;1.28;
70;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;19.2;9.8;17.9;11.87;0.0;0.11;0.13;0.0;0.0;5.57;
#Summe:;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;;;;;;;;0.95;1.07;;;85.52;
#
71;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
72;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
73;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;L1;2b;0.9;6.0;30.7;27.63;25.75;0.36;0.4;0.03;0.59;35.91;
74;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.5;31.57;31.2;30.84;0.03;0.03;0.0;0.97;1.28;
75;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;19.2;9.8;17.9;11.87;0.0;0.11;0.13;0.0;0.0;5.57;
#Summe:;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;;;;;;;;0.95;1.07;;;85.52;
#
76;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
77;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
78;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
79;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
80;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
81;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
82;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
83;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
84;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
85;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
86;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
87;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
88;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
89;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
90;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
91;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
92;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
93;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;L1;2b;0.9;6.0;30.7;27.63;25.75;0.36;0.4;0.03;0.59;35.91;
94;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.5;31.57;31.2;30.84;0.03;0.03;0.0;0.97;1.28;
95;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;19.2;9.8;17.9;11.87;0.0;0.11;0.13;0.0;0.0;5.57;
#Summe:;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;;;;;;;;0.95;1.07;;;85.52;
#
96;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
97;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
98;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;L1;2b;0.9;6.0;30.7;27.63;25.75;0.36;0.4;0.03;0.59;35.91;
99;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.5;31.57;31.2;30.84;0.03;0.03;0.0;0.97;1.28;
100;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;19.2;9.8;17.9;11.87;0.0;0.11;0.13;0.0;0.0;5.57;
#Summe:;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;;;;;;;;0.95;1.07;;;85.52;
#
101;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
102;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
103;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
104;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
105;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
106;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
107;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
108;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
109;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
110;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
111;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
112;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
113;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
114;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
115;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
116;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
117;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
118;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;L1;2b;0.9;6.0;30.7;27.63;25.75;0.36;0.4;0.03;0.59;35.91;
119;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.5;31.57;31.2;30.84;0.03;0.03;0.0;0.97;1.28;
120;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;19.2;9.8;17.9;11.87;0.0;0.11;0.13;0.0;0.0;5.57;
#Summe:;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;;;;;;;;0.95;1.07;;;85.52;
#
121;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
122;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
123;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;L1;2b;0.9;6.0;30.7;27.63;25.75;0.36;0.4;0.03;0.59;35.91;
124;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.5;31.57;31.2;30.84;0.03;0.03;0.0;0.97;1.28;
125;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;19.2;9.8;17.9;11.87;0.0;0.11;0.13;0.0;0.0;5.57;
#Summe:;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;;;;;;;;0.95;1.07;;;85.52;
#
126;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
127;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
128;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
129;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
130;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
131;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
132;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
133;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
134;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
135;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
136;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;L1;2a;11.87;6.0;23.06;20.85;18.0;0.2;0.22;0.64;0.11;20.46;
137;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;L1;2a;5.77;6.0;26.39;24.8;23.12;0.28;0.31;0.35;0.32;28.98;
138;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;L1;2b;0.67;5.0;31.69;28.36;26.45;0.31;0.34;0.02;0.62;34.21;
139;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;Restholz 1 unten;Restholz 1 unten;0.3;0.27;32.37;32.12;31.87;0.0;0.0;0.0;0.95;0.0;
140;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;Restholz 1 oben;Restholz 1 oben;17.97;11.03;17.89;10.78;0.0;0.11;0.13;0.0;0.0;5.62;
#Summe:;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;;;;;;;;0.9;1.0;;;89.26;
#
141;29;Tanne;101;Tanne_1_29;2010;32.0;29.0;L1;2a;13.1;6.0;22.43;20.45;18.0;0.19;0.22;0.69;0.11;17.86;
142;29;Tanne;101;Tanne_1_29;2010;32.0;29.0;L1;2a;7.0;6.0;25.69;24.15;22.49;0.27;0.3;0.41;0.31;24.91;
