#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftlänge [m];Längenklasse;Stärkenklasse;Position Sortimentsbasis am Stamm [m];Länge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Reststück Unten OR [m3];Volumen RestStück Oben OR [m3];Wert [CHF];
40;8;Fichte;100;Fichte_3_8;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;8;Fichte;100;Fichte_3_8;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
41;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;L1;2b;0.3;6.0;31.57;28.12;26.08;0.37;0.41;0.0;0.63;37.3;
42;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;L1;2b;6.4;3.5;26.02;25.09;24.2;0.16;0.18;0.0;0.45;16.6;
43;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.49;20.52;0.23;0.26;0.0;0.2;21.58;
44;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;20.45;19.97;19.46;0.03;0.04;0.0;0.16;1.71;
45;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;19.46;13.26;0.0;0.16;0.19;0.0;0.0;8.04;
#Summe:;9;Tanne;101;Tanne_1_9;2010;32.0;29.0;;;;;;;;0.96;1.08;;;85.22;
#
46;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;L1;2b;0.3;6.0;31.57;28.12;26.08;0.37;0.41;0.0;0.63;37.3;
47;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;L1;2b;6.4;3.5;26.02;25.09;24.2;0.16;0.18;0.0;0.45;16.6;
48;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.49;20.52;0.23;0.26;0.0;0.2;21.58;
49;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;20.45;19.97;19.46;0.03;0.04;0.0;0.16;1.71;
50;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;19.46;13.26;0.0;0.16;0.19;0.0;0.0;8.04;
#Summe:;10;Tanne;101;Tanne_2_10;2010;32.0;29.0;;;;;;;;0.96;1.08;;;85.22;
#
51;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
52;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
53;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
54;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
55;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;11;Fichte;100;Fichte_1_11;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
56;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
57;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
58;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
59;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
60;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;12;Fichte;100;Fichte_2_12;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
61;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
62;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
63;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
64;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
65;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;13;Fichte;100;Fichte_3_13;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
66;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;L1;2b;0.3;6.0;31.57;28.12;26.08;0.37;0.41;0.0;0.63;37.3;
67;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;L1;2b;6.4;3.5;26.02;25.09;24.2;0.16;0.18;0.0;0.45;16.6;
68;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.49;20.52;0.23;0.26;0.0;0.2;21.58;
69;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;20.45;19.97;19.46;0.03;0.04;0.0;0.16;1.71;
70;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;19.46;13.26;0.0;0.16;0.19;0.0;0.0;8.04;
#Summe:;14;Tanne;101;Tanne_1_14;2010;32.0;29.0;;;;;;;;0.96;1.08;;;85.22;
#
71;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;L1;2b;0.3;6.0;31.57;28.12;26.08;0.37;0.41;0.0;0.63;37.3;
72;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;L1;2b;6.4;3.5;26.02;25.09;24.2;0.16;0.18;0.0;0.45;16.6;
73;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.49;20.52;0.23;0.26;0.0;0.2;21.58;
74;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;20.45;19.97;19.46;0.03;0.04;0.0;0.16;1.71;
75;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;19.46;13.26;0.0;0.16;0.19;0.0;0.0;8.04;
#Summe:;15;Tanne;101;Tanne_2_15;2010;32.0;29.0;;;;;;;;0.96;1.08;;;85.22;
#
76;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
77;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
78;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
79;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
80;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;16;Fichte;100;Fichte_1_16;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
81;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
82;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
83;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
84;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
85;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;17;Fichte;100;Fichte_2_17;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
86;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
87;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
88;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
89;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
90;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;18;Fichte;100;Fichte_3_18;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
91;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;L1;2b;0.3;6.0;31.57;28.12;26.08;0.37;0.41;0.0;0.63;37.3;
92;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;L1;2b;6.4;3.5;26.02;25.09;24.2;0.16;0.18;0.0;0.45;16.6;
93;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.49;20.52;0.23;0.26;0.0;0.2;21.58;
94;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;20.45;19.97;19.46;0.03;0.04;0.0;0.16;1.71;
95;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;19.46;13.26;0.0;0.16;0.19;0.0;0.0;8.04;
#Summe:;19;Tanne;101;Tanne_1_19;2010;32.0;29.0;;;;;;;;0.96;1.08;;;85.22;
#
96;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;L1;2b;0.3;6.0;31.57;28.12;26.08;0.37;0.41;0.0;0.63;37.3;
97;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;L1;2b;6.4;3.5;26.02;25.09;24.2;0.16;0.18;0.0;0.45;16.6;
98;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.49;20.52;0.23;0.26;0.0;0.2;21.58;
99;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;20.45;19.97;19.46;0.03;0.04;0.0;0.16;1.71;
100;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;19.46;13.26;0.0;0.16;0.19;0.0;0.0;8.04;
#Summe:;20;Tanne;101;Tanne_2_20;2010;32.0;29.0;;;;;;;;0.96;1.08;;;85.22;
#
101;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
102;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
103;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
104;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
105;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;21;Fichte;100;Fichte_1_21;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
106;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
107;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
108;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
109;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
110;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;22;Fichte;100;Fichte_2_22;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
111;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
112;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
113;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
114;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
115;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;23;Fichte;100;Fichte_3_23;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
116;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;L1;2b;0.3;6.0;31.57;28.12;26.08;0.37;0.41;0.0;0.63;37.3;
117;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;L1;2b;6.4;3.5;26.02;25.09;24.2;0.16;0.18;0.0;0.45;16.6;
118;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.49;20.52;0.23;0.26;0.0;0.2;21.58;
119;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;20.45;19.97;19.46;0.03;0.04;0.0;0.16;1.71;
120;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;19.46;13.26;0.0;0.16;0.19;0.0;0.0;8.04;
#Summe:;24;Tanne;101;Tanne_1_24;2010;32.0;29.0;;;;;;;;0.96;1.08;;;85.22;
#
121;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;L1;2b;0.3;6.0;31.57;28.12;26.08;0.37;0.41;0.0;0.63;37.3;
122;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;L1;2b;6.4;3.5;26.02;25.09;24.2;0.16;0.18;0.0;0.45;16.6;
123;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.49;20.52;0.23;0.26;0.0;0.2;21.58;
124;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;20.45;19.97;19.46;0.03;0.04;0.0;0.16;1.71;
125;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;19.46;13.26;0.0;0.16;0.19;0.0;0.0;8.04;
#Summe:;25;Tanne;101;Tanne_2_25;2010;32.0;29.0;;;;;;;;0.96;1.08;;;85.22;
#
126;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
127;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
128;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
129;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
130;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;26;Fichte;100;Fichte_1_26;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
131;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
132;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
133;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
134;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
135;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;27;Fichte;100;Fichte_2_27;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
136;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;L1;2b;0.3;6.0;32.37;28.24;26.08;0.38;0.41;0.0;0.58;41.27;
137;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;L1;2b;6.4;3.5;26.03;25.11;24.21;0.16;0.18;0.0;0.41;18.09;
138;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.3;19.86;0.23;0.25;0.0;0.17;23.35;
139;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;19.77;19.14;18.49;0.03;0.04;0.0;0.13;1.58;
140;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;18.49;11.22;0.0;0.13;0.15;0.0;0.0;6.36;
#Summe:;28;Fichte;100;Fichte_3_28;2010;32.0;29.0;;;;;;;;0.93;1.03;;;90.66;
#
141;29;Tanne;101;Tanne_1_29;2010;32.0;29.0;L1;2b;0.3;6.0;31.57;28.12;26.08;0.37;0.41;0.0;0.63;37.3;
142;29;Tanne;101;Tanne_1_29;2010;32.0;29.0;L1;2b;6.4;3.5;26.02;25.09;24.2;0.16;0.18;0.0;0.45;16.6;
143;29;Tanne;101;Tanne_1_29;2010;32.0;29.0;L1;2a;10.0;6.0;24.15;22.49;20.52;0.23;0.26;0.0;0.2;21.58;
144;29;Tanne;101;Tanne_1_29;2010;32.0;29.0;Restholz 1;Restholz 1;16.1;1.3;20.45;19.97;19.46;0.03;0.04;0.0;0.16;1.71;
145;29;Tanne;101;Tanne_1_29;2010;32.0;29.0;Restholz 2;Restholz 2;17.4;11.6;19.46;13.26;0.0;0.16;0.19;0.0;0.0;8.04;
#Summe:;29;Tanne;101;Tanne_1_29;2010;32.0;29.0;;;;;;;;0.96;1.08;;;85.22;
#
146;30;Tanne;101;Tanne_2_30;2010;32.0;29.0;L1;2b;0.3;6.0;31.57;28.12;26.08;0.37;0.41;0.0;0.63;37.3;
