#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftlänge [m];Längenklasse;Stärkenklasse;Position Sortimentsbasis am Stamm [m];Länge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Reststück Unten OR [m3];Volumen RestStück Oben OR [m3];Wert [CHF];
23;4;Fichte;100;1911_4;1911;45.0;33.0;L1;4;0.3;5.0;45.65;40.24;37.18;0.63;0.69;0.0;1.45;79.52;
24;4;Fichte;100;1911_4;1911;45.0;33.0;L1;3b;5.4;5.5;37.08;35.12;33.56;0.52;0.57;0.0;0.91;61.62;
25;4;Fichte;100;1911_4;1911;45.0;33.0;L1;3a;11.0;6.0;33.5;31.5;28.8;0.45;0.5;0.0;0.43;52.63;
26;4;Fichte;100;1911_4;1911;45.0;33.0;L1;2b;17.1;6.0;28.7;25.16;20.83;0.29;0.33;0.0;0.13;31.97;
27;4;Fichte;100;1911_4;1911;45.0;33.0;L1;1b;23.2;3.5;20.68;17.79;14.63;0.08;0.1;0.0;0.04;6.22;
28;4;Fichte;100;1911_4;1911;45.0;33.0;L1;1a;26.8;4.0;14.44;10.41;5.86;0.03;0.04;0.0;0.0;1.74;
29;4;Fichte;100;1911_4;1911;45.0;33.0;Restholz 1;Restholz 1;30.9;2.1;5.61;2.93;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;4;Fichte;100;1911_4;1911;45.0;33.0;;;;;;;;2.01;2.23;;;233.79;
#
30;5;Fichte;100;1911_5;1911;38.6;31.0;L1;3b;0.3;4.0;39.11;35.3;32.9;0.38;0.41;0.0;1.08;45.28;
31;5;Fichte;100;1911_5;1911;38.6;31.0;L1;3a;4.4;6.0;32.81;30.66;29.01;0.43;0.47;0.0;0.63;50.4;
32;5;Fichte;100;1911_5;1911;38.6;31.0;L1;2b;10.5;6.0;28.95;26.99;24.38;0.33;0.37;0.0;0.28;36.51;
33;5;Fichte;100;1911_5;1911;38.6;31.0;L1;2a;16.6;5.0;24.28;21.52;18.24;0.18;0.2;0.0;0.1;18.16;
34;5;Fichte;100;1911_5;1911;38.6;31.0;L1;1a;21.7;6.0;18.1;13.45;7.85;0.09;0.1;0.0;0.01;4.32;
35;5;Fichte;100;1911_5;1911;38.6;31.0;Restholz 1;Restholz 1;27.8;3.2;7.64;4.09;0.0;0.01;0.01;0.0;0.0;0.26;
#Summe:;5;Fichte;100;1911_5;1911;38.6;31.0;;;;;;;;1.41;1.57;;;154.93;
#
36;6;Fichte;100;1911_6;1911;36.4;30.0;L1;3a;0.3;6.0;36.85;32.08;29.61;0.48;0.53;0.0;0.79;56.45;
37;6;Fichte;100;1911_6;1911;36.4;30.0;L1;2b;6.4;6.0;29.55;27.87;26.03;0.36;0.39;0.0;0.42;39.06;
38;6;Fichte;100;1911_6;1911;36.4;30.0;L1;2a;12.5;6.0;25.96;23.52;20.37;0.25;0.28;0.0;0.15;26.03;
39;6;Fichte;100;1911_6;1911;36.4;30.0;L1;1b;18.6;4.5;20.25;17.38;14.09;0.1;0.12;0.0;0.04;7.69;
40;6;Fichte;100;1911_6;1911;36.4;30.0;L1;1a;23.2;4.5;13.93;10.11;5.61;0.04;0.04;0.0;0.0;1.84;
41;6;Fichte;100;1911_6;1911;36.4;30.0;Restholz 1;Restholz 1;27.8;2.2;5.39;2.84;0.0;0.0;0.0;0.0;0.0;0.09;
#Summe:;6;Fichte;100;1911_6;1911;36.4;30.0;;;;;;;;1.23;1.37;;;131.16;
#
42;7;Fichte;100;1911_7;1911;33.0;29.0;L1;3a;0.3;4.0;33.38;30.22;28.24;0.28;0.3;0.0;0.74;32.48;
43;7;Fichte;100;1911_7;1911;33.0;29.0;L1;2b;4.4;6.0;28.16;26.29;24.68;0.32;0.35;0.0;0.41;34.93;
44;7;Fichte;100;1911_7;1911;33.0;29.0;L1;2a;10.5;6.0;24.62;22.62;19.99;0.23;0.26;0.0;0.16;24.04;
45;7;Fichte;100;1911_7;1911;33.0;29.0;L1;1b;16.6;4.5;19.89;17.45;14.62;0.1;0.12;0.0;0.05;7.72;
46;7;Fichte;100;1911_7;1911;33.0;29.0;L1;1a;21.2;5.5;14.48;10.37;5.32;0.05;0.06;0.0;0.0;2.38;
47;7;Fichte;100;1911_7;1911;33.0;29.0;Restholz 1;Restholz 1;26.8;2.2;5.11;2.7;0.0;0.0;0.0;0.0;0.0;0.08;
#Summe:;7;Fichte;100;1911_7;1911;33.0;29.0;;;;;;;;0.98;1.09;;;101.63;
#
48;8;Fichte;100;1911_8;1911;31.2;28.0;L1;2b;0.3;6.0;31.54;27.57;25.47;0.36;0.39;0.0;0.53;39.31;
49;8;Fichte;100;1911_8;1911;31.2;28.0;L1;2a;6.4;6.0;25.41;23.81;21.94;0.26;0.29;0.0;0.26;26.67;
50;8;Fichte;100;1911_8;1911;31.2;28.0;L1;2a;12.5;4.0;21.86;20.29;18.41;0.12;0.14;0.0;0.13;12.73;
51;8;Fichte;100;1911_8;1911;31.2;28.0;L1;1b;16.6;3.5;18.31;16.41;14.27;0.07;0.08;0.0;0.05;5.25;
52;8;Fichte;100;1911_8;1911;31.2;28.0;L1;1a;20.2;5.5;14.14;10.18;5.25;0.05;0.05;0.0;0.0;2.29;
53;8;Fichte;100;1911_8;1911;31.2;28.0;Restholz 1;Restholz 1;25.8;2.2;5.05;2.67;0.0;0.0;0.0;0.0;0.0;0.08;
#Summe:;8;Fichte;100;1911_8;1911;31.2;28.0;;;;;;;;0.86;0.95;;;86.32;
#
54;9;Fichte;100;1911_9;1911;30.4;28.0;L1;2b;0.3;6.0;30.73;26.87;24.82;0.34;0.37;0.0;0.5;37.32;
55;9;Fichte;100;1911_9;1911;30.4;28.0;L1;2a;6.4;6.0;24.76;23.2;21.37;0.25;0.27;0.0;0.25;25.32;
56;9;Fichte;100;1911_9;1911;30.4;28.0;L1;2a;12.5;3.0;21.3;20.18;18.89;0.09;0.1;0.0;0.15;9.28;
57;9;Fichte;100;1911_9;1911;30.4;28.0;L1;1b;15.6;4.0;18.8;16.81;14.53;0.09;0.1;0.0;0.05;6.32;
58;9;Fichte;100;1911_9;1911;30.4;28.0;L1;1a;19.7;6.0;14.4;10.3;5.12;0.05;0.06;0.0;0.0;2.56;
59;9;Fichte;100;1911_9;1911;30.4;28.0;Restholz 1;Restholz 1;25.8;2.2;4.92;2.6;0.0;0.0;0.0;0.0;0.0;0.07;
#Summe:;9;Fichte;100;1911_9;1911;30.4;28.0;;;;;;;;0.81;0.9;;;80.88;
#
60;10;Fichte;100;1911_10;1911;27.1;26.0;L1;2b;0.3;3.5;27.35;25.13;23.64;0.17;0.18;0.0;0.46;18.36;
61;10;Fichte;100;1911_10;1911;27.1;26.0;L1;2a;3.9;6.0;23.57;21.85;20.23;0.22;0.24;0.0;0.23;22.57;
62;10;Fichte;100;1911_10;1911;27.1;26.0;L1;1b;10.0;6.0;20.17;18.12;15.47;0.15;0.17;0.0;0.08;11.1;
63;10;Fichte;100;1911_10;1911;27.1;26.0;L1;1a;16.1;6.0;15.37;12.03;7.79;0.07;0.08;0.0;0.01;3.39;
64;10;Fichte;100;1911_10;1911;27.1;26.0;Restholz 1;Restholz 1;22.2;3.8;7.63;4.22;0.0;0.01;0.01;0.0;0.0;0.32;
#Summe:;10;Fichte;100;1911_10;1911;27.1;26.0;;;;;;;;0.61;0.68;;;55.75;
#
65;11;Fichte;100;1911_11;1911;25.2;25.0;L1;2a;0.3;6.0;25.4;22.36;20.6;0.23;0.26;0.0;0.3;24.12;
66;11;Fichte;100;1911_11;1911;25.2;25.0;L1;1b;6.4;6.0;20.55;18.96;16.98;0.16;0.18;0.0;0.12;12.14;
67;11;Fichte;100;1911_11;1911;25.2;25.0;L1;1b;12.5;3.0;16.91;15.7;14.34;0.05;0.06;0.0;0.06;4.05;
68;11;Fichte;100;1911_11;1911;25.2;25.0;L1;1a;15.6;6.0;14.24;10.98;6.76;0.06;0.07;0.0;0.0;2.83;
69;11;Fichte;100;1911_11;1911;25.2;25.0;Restholz 1;Restholz 1;21.7;3.3;6.6;3.63;0.0;0.0;0.01;0.0;0.0;0.21;
#Summe:;11;Fichte;100;1911_11;1911;25.2;25.0;;;;;;;;0.51;0.57;;;43.35;
#
70;12;Fichte;100;1911_12;1911;24.1;24.0;L1;2a;0.3;6.0;24.27;21.4;19.69;0.21;0.23;0.0;0.25;22.07;
71;12;Fichte;100;1911_12;1911;24.1;24.0;L1;1b;6.4;6.0;19.63;17.98;15.92;0.15;0.16;0.0;0.1;10.93;
72;12;Fichte;100;1911_12;1911;24.1;24.0;L1;1a;12.5;6.0;15.84;13.17;9.76;0.08;0.09;0.0;0.02;4.01;
73;12;Fichte;100;1911_12;1911;24.1;24.0;Restholz 1;Restholz 1;18.6;5.4;9.63;5.59;0.0;0.02;0.02;0.0;0.0;0.76;
#Summe:;12;Fichte;100;1911_12;1911;24.1;24.0;;;;;;;;0.46;0.51;;;37.78;
#
74;13;Fichte;100;1911_13;1911;23.8;24.0;L1;2a;0.3;6.0;23.97;21.14;19.44;0.21;0.23;0.0;0.25;21.53;
75;13;Fichte;100;1911_13;1911;23.8;24.0;L1;1b;6.4;6.0;19.39;17.76;15.72;0.14;0.16;0.0;0.1;10.66;
76;13;Fichte;100;1911_13;1911;23.8;24.0;L1;1a;12.5;6.0;15.64;13.0;9.64;0.08;0.09;0.0;0.02;3.91;
77;13;Fichte;100;1911_13;1911;23.8;24.0;Restholz 1;Restholz 1;18.6;5.4;9.51;5.52;0.0;0.01;0.02;0.0;0.0;0.75;
#Summe:;13;Fichte;100;1911_13;1911;23.8;24.0;;;;;;;;0.45;0.5;;;36.84;
#
78;14;Fichte;100;1911_14;1911;22.6;23.0;L1;2a;0.3;6.0;22.74;20.09;18.43;0.19;0.21;0.0;0.21;19.42;
79;14;Fichte;100;1911_14;1911;22.6;23.0;L1;1b;6.4;6.0;18.38;16.69;14.58;0.13;0.14;0.0;0.08;9.42;
80;14;Fichte;100;1911_14;1911;22.6;23.0;L1;1a;12.5;6.0;14.5;11.76;8.22;0.06;0.07;0.0;0.01;3.21;
81;14;Fichte;100;1911_14;1911;22.6;23.0;Restholz 1;Restholz 1;18.6;4.4;8.08;4.62;0.0;0.01;0.01;0.0;0.0;0.43;
#Summe:;14;Fichte;100;1911_14;1911;22.6;23.0;;;;;;;;0.39;0.43;;;32.48;
#
82;15;Fichte;100;1911_15;1911;22.4;23.0;L1;2a;0.3;5.5;22.54;20.07;18.52;0.17;0.19;0.0;0.22;17.7;
83;15;Fichte;100;1911_15;1911;22.4;23.0;L1;1b;5.9;6.0;18.47;16.85;14.83;0.13;0.14;0.0;0.08;9.6;
84;15;Fichte;100;1911_15;1911;22.4;23.0;L1;1a;12.0;6.0;14.76;12.16;8.8;0.07;0.08;0.0;0.01;3.42;
85;15;Fichte;100;1911_15;1911;22.4;23.0;Restholz 1;Restholz 1;18.1;4.9;8.67;5.02;0.0;0.01;0.01;0.0;0.0;0.56;
#Summe:;15;Fichte;100;1911_15;1911;22.4;23.0;;;;;;;;0.38;0.42;;;31.28;
#
86;16;Fichte;100;1911_16;1911;22.2;23.0;L1;2a;0.3;5.0;22.34;20.06;18.61;0.16;0.17;0.0;0.23;15.98;
87;16;Fichte;100;1911_16;1911;22.2;23.0;L1;1b;5.4;6.0;18.56;16.99;15.07;0.13;0.15;0.0;0.09;9.76;
88;16;Fichte;100;1911_16;1911;22.2;23.0;L1;1a;11.5;6.0;15.0;12.52;9.34;0.07;0.08;0.0;0.01;3.62;
89;16;Fichte;100;1911_16;1911;22.2;23.0;Restholz 1;Restholz 1;17.6;5.4;9.22;5.39;0.0;0.01;0.02;0.0;0.0;0.71;
#Summe:;16;Fichte;100;1911_16;1911;22.2;23.0;;;;;;;;0.37;0.41;;;30.07;
#
90;17;Fichte;100;1911_17;1911;21.0;22.0;L1;1b;0.3;6.0;21.11;18.68;17.07;0.16;0.18;0.0;0.17;12.04;
91;17;Fichte;100;1911_17;1911;21.0;22.0;L1;1b;6.4;4.5;17.02;15.78;14.31;0.08;0.09;0.0;0.08;6.26;
92;17;Fichte;100;1911_17;1911;21.0;22.0;L1;1a;11.0;6.0;14.23;11.78;8.59;0.06;0.07;0.0;0.01;3.2;
93;17;Fichte;100;1911_17;1911;21.0;22.0;Restholz 1;Restholz 1;17.1;4.9;8.47;4.94;0.0;0.01;0.01;0.0;0.0;0.54;
#Summe:;17;Fichte;100;1911_17;1911;21.0;22.0;;;;;;;;0.32;0.36;;;22.05;
#
94;18;Fichte;100;1911_18;1911;20.1;21.0;L1;1b;0.3;6.0;20.18;17.89;16.27;0.15;0.16;0.0;0.14;11.02;
95;18;Fichte;100;1911_18;1911;20.1;21.0;L1;1b;6.4;3.5;16.22;15.23;14.1;0.06;0.07;0.0;0.08;4.48;
96;18;Fichte;100;1911_18;1911;20.1;21.0;L1;1a;10.0;6.0;14.03;11.65;8.56;0.06;0.07;0.0;0.01;3.13;
97;18;Fichte;100;1911_18;1911;20.1;21.0;Restholz 1;Restholz 1;16.1;4.9;8.44;4.97;0.0;0.01;0.01;0.0;0.0;0.54;
#Summe:;18;Fichte;100;1911_18;1911;20.1;21.0;;;;;;;;0.28;0.31;;;19.18;
#
98;19;Fichte;100;1911_19;1911;20.0;21.0;L1;1b;0.3;6.0;20.08;17.8;16.19;0.15;0.16;0.0;0.14;10.92;
99;19;Fichte;100;1911_19;1911;20.0;21.0;L1;1b;6.4;3.5;16.14;15.15;14.03;0.06;0.07;0.0;0.08;4.44;
100;19;Fichte;100;1911_19;1911;20.0;21.0;L1;1a;10.0;6.0;13.96;11.59;8.52;0.06;0.07;0.0;0.01;3.1;
101;19;Fichte;100;1911_19;1911;20.0;21.0;Restholz 1;Restholz 1;16.1;4.9;8.4;4.94;0.0;0.01;0.01;0.0;0.0;0.54;
#Summe:;19;Fichte;100;1911_19;1911;20.0;21.0;;;;;;;;0.28;0.31;;;18.99;
#
102;20;Fichte;100;1911_20;1911;19.4;21.0;L1;1b;0.3;6.0;19.48;17.27;15.71;0.14;0.15;0.0;0.13;10.27;
103;20;Fichte;100;1911_20;1911;19.4;21.0;L1;1a;6.4;6.0;15.65;13.93;11.75;0.09;0.1;0.0;0.04;4.44;
104;20;Fichte;100;1911_20;1911;19.4;21.0;L1;1a;12.5;3.5;11.67;10.11;8.26;0.03;0.03;0.0;0.01;1.35;
105;20;Fichte;100;1911_20;1911;19.4;21.0;Restholz 1;Restholz 1;16.1;4.9;8.14;4.79;0.0;0.01;0.01;0.0;0.0;0.5;
#Summe:;20;Fichte;100;1911_20;1911;19.4;21.0;;;;;;;;0.26;0.29;;;16.57;
#
106;21;Fichte;100;1911_21;1911;18.9;20.0;L1;1b;0.3;6.0;18.96;16.82;15.21;0.13;0.14;0.0;0.12;9.73;
107;21;Fichte;100;1911_21;1911;18.9;20.0;L1;1a;6.4;6.0;15.16;13.32;10.99;0.08;0.09;0.0;0.03;4.07;
108;21;Fichte;100;1911_21;1911;18.9;20.0;Restholz 1;Restholz 1;12.5;7.5;10.9;6.83;0.0;0.03;0.03;0.0;0.0;1.48;
#Summe:;21;Fichte;100;1911_21;1911;18.9;20.0;;;;;;;;0.24;0.27;;;15.28;
#
109;22;Fichte;100;1911_22;1911;18.4;20.0;L1;1b;0.3;6.0;18.45;16.38;14.81;0.12;0.14;0.0;0.11;9.22;
110;22;Fichte;100;1911_22;1911;18.4;20.0;L1;1a;6.4;6.0;14.76;12.97;10.69;0.08;0.09;0.0;0.03;3.85;
111;22;Fichte;100;1911_22;1911;18.4;20.0;Restholz 1;Restholz 1;12.5;7.5;10.61;6.65;0.0;0.03;0.03;0.0;0.0;1.4;
#Summe:;22;Fichte;100;1911_22;1911;18.4;20.0;;;;;;;;0.23;0.26;;;14.48;
#
112;23;Fichte;100;1911_23;1911;18.1;20.0;L1;1b;0.3;6.0;18.15;16.11;14.57;0.12;0.13;0.0;0.11;8.92;
113;23;Fichte;100;1911_23;1911;18.1;20.0;L1;1a;6.4;6.0;14.52;12.75;10.52;0.07;0.08;0.0;0.03;3.73;
114;23;Fichte;100;1911_23;1911;18.1;20.0;Restholz 1;Restholz 1;12.5;7.5;10.44;6.54;0.0;0.03;0.03;0.0;0.0;1.36;
#Summe:;23;Fichte;100;1911_23;1911;18.1;20.0;;;;;;;;0.22;0.25;;;14.01;
#
115;24;Fichte;100;1911_24;1911;16.4;18.0;L1;1b;0.3;4.0;16.41;15.12;14.06;0.07;0.08;0.0;0.1;5.12;
116;24;Fichte;100;1911_24;1911;16.4;18.0;L1;1a;4.4;6.0;14.0;12.31;10.23;0.07;0.08;0.0;0.03;3.48;
117;24;Fichte;100;1911_24;1911;16.4;18.0;Restholz 1;Restholz 1;10.5;7.5;10.15;6.5;0.0;0.03;0.03;0.0;0.0;1.31;
#Summe:;24;Fichte;100;1911_24;1911;16.4;18.0;;;;;;;;0.17;0.18;;;9.91;
#
118;25;Fichte;100;1911_25;1911;16.2;18.0;L1;1b;0.3;3.5;16.21;15.07;14.14;0.06;0.07;0.0;0.11;4.42;
119;25;Fichte;100;1911_25;1911;16.2;18.0;L1;1a;3.9;6.0;14.09;12.46;10.48;0.07;0.08;0.0;0.03;3.56;
120;25;Fichte;100;1911_25;1911;16.2;18.0;Restholz 1;Restholz 1;10.0;8.0;10.4;6.72;0.0;0.03;0.03;0.0;0.0;1.49;
#Summe:;25;Fichte;100;1911_25;1911;16.2;18.0;;;;;;;;0.16;0.18;;;9.47;
#
121;26;Tanne;101;1911_26;1911;70.5;34.0;L1;6;0.3;6.0;70.14;61.13;56.33;1.76;1.98;0.0;3.61;202.44;
122;26;Tanne;101;1911_26;1911;70.5;34.0;L1;5;6.4;6.0;56.22;53.35;50.9;1.3;1.46;0.0;2.24;149.34;
123;26;Tanne;101;1911_26;1911;70.5;34.0;L1;4;12.5;6.0;50.82;47.99;44.46;1.05;1.19;0.0;1.13;117.01;
124;26;Tanne;101;1911_26;1911;70.5;34.0;L1;4;18.6;5.5;44.33;40.29;35.32;0.68;0.78;0.0;0.42;75.66;
125;26;Tanne;101;1911_26;1911;70.5;34.0;L1;3a;24.2;4.5;35.11;30.06;23.74;0.31;0.36;0.0;0.09;33.81;
126;26;Tanne;101;1911_26;1911;70.5;34.0;L1;1a;28.8;5.0;23.42;14.09;1.23;0.09;0.1;0.0;0.0;4.37;
127;26;Tanne;101;1911_26;1911;70.5;34.0;Restholz 1;Restholz 1;33.9;0.1;0.62;0.31;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;26;Tanne;101;1911_26;1911;70.5;34.0;;;;;;;;5.19;5.86;;;582.64;
#
128;27;Tanne;101;1911_27;1911;63.0;33.0;L1;5;0.3;6.0;62.58;54.77;50.57;1.41;1.58;0.0;2.8;161.34;
129;27;Tanne;101;1911_27;1911;63.0;33.0;L1;4;6.4;6.0;50.46;47.84;45.49;1.05;1.18;0.0;1.69;116.83;
130;27;Tanne;101;1911_27;1911;63.0;33.0;L1;4;12.5;6.0;45.41;42.67;39.26;0.83;0.94;0.0;0.82;92.51;
131;27;Tanne;101;1911_27;1911;63.0;33.0;L1;3b;18.6;5.5;39.13;35.24;30.41;0.52;0.59;0.0;0.28;56.77;
132;27;Tanne;101;1911_27;1911;63.0;33.0;L1;2b;24.2;4.5;30.22;25.2;18.79;0.22;0.25;0.0;0.05;22.08;
133;27;Tanne;101;1911_27;1911;63.0;33.0;L1;1a;28.8;4.0;18.46;10.95;1.14;0.04;0.05;0.0;0.0;2.14;
134;27;Tanne;101;1911_27;1911;63.0;33.0;Restholz 1;Restholz 1;32.9;0.1;0.57;0.29;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;27;Tanne;101;1911_27;1911;63.0;33.0;;;;;;;;4.07;4.6;;;451.67;
#
135;28;Tanne;101;1911_28;1911;58.9;33.0;L1;5;0.3;6.0;58.51;51.21;47.28;1.23;1.38;0.0;2.44;141.02;
136;28;Tanne;101;1911_28;1911;58.9;33.0;L1;4;6.4;6.0;47.18;44.73;42.53;0.92;1.03;0.0;1.48;102.12;
137;28;Tanne;101;1911_28;1911;58.9;33.0;L1;4;12.5;5.5;42.45;40.12;37.28;0.67;0.76;0.0;0.77;74.84;
138;28;Tanne;101;1911_28;1911;58.9;33.0;L1;3b;18.1;3.5;37.17;35.02;32.58;0.32;0.37;0.0;0.43;34.97;
139;28;Tanne;101;1911_28;1911;58.9;33.0;L1;3a;21.7;3.0;32.43;30.03;27.3;0.2;0.23;0.0;0.21;21.87;
140;28;Tanne;101;1911_28;1911;58.9;33.0;L1;2a;24.8;3.5;27.1;23.33;18.75;0.14;0.17;0.0;0.05;13.44;
141;28;Tanne;101;1911_28;1911;58.9;33.0;L1;1a;28.4;4.5;18.46;10.83;0.54;0.05;0.06;0.0;0.0;2.38;
#Summe:;28;Tanne;101;1911_28;1911;58.9;33.0;;;;;;;;3.53;3.99;;;390.63;
#
142;29;Tanne;101;1911_29;1911;58.2;33.0;L1;5;0.3;6.0;57.81;50.6;46.72;1.2;1.35;0.0;2.39;137.69;
143;29;Tanne;101;1911_29;1911;58.2;33.0;L1;4;6.4;6.0;46.62;44.2;42.02;0.9;1.0;0.0;1.45;99.7;
144;29;Tanne;101;1911_29;1911;58.2;33.0;L1;4;12.5;4.5;41.95;40.1;37.93;0.54;0.61;0.0;0.87;60.71;
145;29;Tanne;101;1911_29;1911;58.2;33.0;L1;3b;17.1;4.5;37.82;35.24;32.19;0.42;0.48;0.0;0.42;46.05;
146;29;Tanne;101;1911_29;1911;58.2;33.0;L1;2b;21.7;6.0;32.04;26.97;20.18;0.33;0.39;0.0;0.07;33.8;
147;29;Tanne;101;1911_29;1911;58.2;33.0;L1;1a;27.8;5.0;19.91;12.03;1.05;0.06;0.07;0.0;0.0;3.18;
148;29;Tanne;101;1911_29;1911;58.2;33.0;Restholz 1;Restholz 1;32.9;0.1;0.53;0.27;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;29;Tanne;101;1911_29;1911;58.2;33.0;;;;;;;;3.46;3.91;;;381.13;
#
149;30;Tanne;101;1911_30;1911;57.6;33.0;L1;5;0.3;6.0;57.22;50.08;46.23;1.18;1.32;0.0;2.34;134.86;
150;30;Tanne;101;1911_30;1911;57.6;33.0;L1;4;6.4;6.0;46.14;43.74;41.59;0.88;0.98;0.0;1.42;97.66;
151;30;Tanne;101;1911_30;1911;57.6;33.0;L1;4;12.5;3.5;41.51;40.12;38.54;0.42;0.47;0.0;0.96;46.69;
152;30;Tanne;101;1911_30;1911;57.6;33.0;L1;3b;16.1;6.0;38.44;35.18;31.12;0.57;0.64;0.0;0.37;61.74;
153;30;Tanne;101;1911_30;1911;57.6;33.0;L1;2b;22.2;6.0;30.96;25.71;18.62;0.3;0.35;0.0;0.05;30.78;
154;30;Tanne;101;1911_30;1911;57.6;33.0;L1;1a;28.3;4.5;18.34;10.97;1.04;0.05;0.06;0.0;0.0;2.4;
155;30;Tanne;101;1911_30;1911;57.6;33.0;Restholz 1;Restholz 1;32.9;0.1;0.52;0.26;0.0;0.0;0.0;0.0;0.0;0.0;
#Summe:;30;Tanne;101;1911_30;1911;57.6;33.0;;;;;;;;3.39;3.83;;;374.13;
#
156;31;Tanne;101;1911_31;1911;56.4;32.0;L1;5;0.3;5.0;55.94;50.02;46.49;0.97;1.09;0.0;2.34;110.64;
157;31;Tanne;101;1911_31;1911;56.4;32.0;L1;4;5.4;6.0;46.38;43.7;41.46;0.88;0.98;0.0;1.42;97.65;
158;31;Tanne;101;1911_31;1911;56.4;32.0;L1;4;11.5;3.0;41.38;40.19;38.89;0.36;0.4;0.0;1.02;39.72;
